Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500
1506,21011,15057,73835,191857,138326,345714
1507,6229,31207,77719,188110,230218,341550
1508,5016,20491,79931,105714,172415,283558
1509,2552,28309,45448,263710,124309,363499
1510,6505,26199,47038,146385,150128,354596
1511,3450,17656,100304,99421,283415,238614
1512,11402,12134,129226,94233,137428,189057
1513,11006,12186,48931,104724,219478,285293
1514,12210,18847,140812,208890,141497,208957
1515,11720,27500,58126,88607,417944,273005
1516,8255,16967,97168,83618,72176,329231
1517,4402,26421,99105,157097,206729,95861
1518,1996,28888,47630,166163,319090,227316
1519,5430,8888,107915,215390,199529,159120
1520,6435,10252,91971,108789,73714,627543
1521,6743,22436,60750,106914,232497,98831
1522,6716,17899,42749,139258,258053,253231
1523,3939,21813,47400,116366,133120,360494
1524,4361,13930,43485,94110,167623,279588
1525,3570,14543,54976,89874,292538,210623
1526,5198,38478,39469,88899,396417,170413
1527,11989,8721,32045,124116,76248,220361
1528,8865,12290,29673,163409,401732,230994
1529,7787,22736,95052,64301,210107,307556
1530,4296,26118,57543,112842,118758,410588
1531,8015,15788,78803,60037,151393,212875
1532,6412,14369,29116,132519,255946,261585
1533,6796,24521,66761,203104,92849,137507
1534,4467,24050,80279,91979,176903,462665
1535,4575,15816,57767,105698,191834,285482
1536,5800,15836,32439,73743,218107,177477
1537,9345,44390,110936,200644,100035,195858
1538,18493,19224,74473,73159,281392,299880
1539,9551,18472,85841,174756,137423,304704
1540,3859,19620,32455,116249,167997,242389
1541,6072,15882,49649,87895,489614,149334
1542,5771,15565,42015,125327,131148,587617
1543,6480,18255,70079,155639,186077,230445
1544,11966,14043,38737,67423,130280,343455
1545,4214,15998,35234,110568,137422,162085
1546,5463,16973,64688,91670,63361,144779
1547,10407,31995,57471,73294,270302,180538
1548,10041,9658,47343,96611,313753,199927
1549,4253,17939,74289,219518,128990,171173
1550,8159,24086,76652,64298,299988,194919
1551,8532,13531,52206,176256,127252,153638
1552,5395,17468,122671,138579,130512,152637
1553,6217,18913,118066,92047,300391,186669
1554,6740,22135,131848,95825,97498,415585
1555,5099,31910,69976,132021,199747,216666
1556,7994,15566,73790,89804,211305,173226
1557,10797,22798,42272,77229,128467,323388
1558,14239,37018,50959,181205,142974,107833
1559,4872,17937,32865,175454,141375,513042
1560,6761,17705,65980,203269,140469,321051
1561,11949,31483,51506,94102,306161,212746
1562,9816,19283,46319,142281,171296,213615
1563,4485,11188,84507,86740,156134,371410
1564,9824,19533,50186,72405,79350,309041
1565,5423,12703,77563,152445,185709,202402
1566,3450,19850,52779,109348,105048,260994
1567,3234,12524,60683,75932,201993,259513
1568,16555,19518,47291,90212,91371,341527
1569,6105,21851,56062,255313,179121,191589
1570,4066,22823,33482,161229,155874,117848
1571,5815,18496,30012,84375,193294,225242
1572,5930,18542,87083,111933,100063,605332
1573,12652,18847,73218,107538,286786,413974
1574,6784,13895,122916,58467,218675,184665
1575,3847,10983,56919,193911,107154,608941
1576,8408,13073,74770,127543,211678,417896
1577,4675,23156,120619,231934,158889,587300
1578,4204,17250,31297,290620,192798,118099
1579,4500,10898,99378,114280,240840,309936
1580,4729,15599,71024,131406,148482,177418
1581,13144,16906,30062,135916,330720,428975
1582,7152,12733,109601,131968,106528,248084
1583,13737,15832,66120,92458,119387,270321
1584,5698,24836,31213,177577,334186,277376
1585,6660,15238,96578,201771,174432,190004
1586,7540,16152,73110,81999,127052,234693
1587,5949,26440,58276,99848,203381,439491
1588,5974,19867,51607,44351,166672,244744
1589,7651,26630,109730,104402,192950,164554
1590,4395,30562,77261,97293,233034,414047
1591,7343,12476,41166,157535,278129,220719
1592,7238,25337,49929,67470,335277,197705
1593,9057,10730,38609,157758,127189,441693
1594,8796,17816,64861,94432,346016,196659
1595,11625,16244,93384,197186,99187,205503
1596,5428,17334,39494,86368,174129,290359
1597,6221,11848,74685,128799,241127,268430
1598,4896,31348,35081,90589,127347,167975
1599,7236,22284,115007,53902,302048,385091
1600,5769,28545,38651,117657,280600,290725
1601,7405,31598,32894,85226,254398,117201
1602,9445,38889,68537,73905,227717,118447
1603,4828,21134,80699,112463,198263,392275
1604,5228,23486,29098,85747,194545,376284
1605,7362,29528,72861,99498,173704,199561
1606,9447,20732,134278,104178,505108,411801
1607,3832,20046,41225,82547,161891,421182
1608,3342,22008,127143,162314,107386,129983
1609,6958,15017,76342,57737,182912,247203
1610,4457,19045,43449,146588,195232,157430
1611,5679,22443,137863,138782,166272,624129
1612,4333,15651,71604,62885,111007,168772
1613,4728,35644,63241,117590,154656,203026
1614,6891,12919,75652,127139,558510,200605
1615,5839,14984,103871,189853,151474,299320
1616,5182,12587,41286,190443,97688,282151
1617,4366,17645,28986,82883,101516,352883
1618,6951,26645,30030,101746,224088,144763
1619,7156,31531,46908,103765,206267,182384
1620,4663,15183,56373,43014,350178,224852
1621,2654,20972,40759,135027,190542,354078
1622,3110,22582,47341,121153,343943,273956
1623,10304,35225,62018,124259,178238,452077
1624,3780,11172,30237,94267,395173,235952
1625,5782,45037,51114,134624,292248,173188
1626,3279,43460,120945,78200,259209,285547
1627,3403,19945,69353,78854,216612,277623
1628,5826,17402,72664,325981,147104,200598
1629,15356,30870,120661,161773,162887,406331
1630,5715,20183,43622,102550,85962,220493
1631,4684,26298,185358,132559,80803,572660
1632,4713,13667,98259,109687,122998,321256
1633,5352,15379,67928,164207,229679,133379
1634,8242,17312,51037,112790,204663,130400
1635,8931,18909,54831,80126,85251,255409
1636,6341,14456,44763,80840,96150,219775
1637,3572,22728,101761,103151,136385,259425
1638,7874,26249,66763,131382,227922,364555
1639,7584,11913,76443,114181,119591,163048
1640,6896,22327,60653,206049,125467,567760
1641,4563,15371,64656,87308,193990,178854
1642,4641,11252,69871,110530,199369,203608
1643,16281,20143,34582,387216,227408,235820
1644,4010,12461,82913,85190,211249,312492
1645,9934,12135,43150,124796,101221,220966
1646,6100,23863,49350,107819,119471,138785
1647,12053,12129,98735,86856,274366,341411
1648,4625,11268,27592,255731,181964,181053
1649,3642,15268,35945,104301,638936,156472
1650,5179,23499,76913,91763,121794,175473
1651,8325,15925,76611,74204,114644,435190
1652,11535,29246,38565,178413,257554,266062
1653,5926,20586,31395,44344,222075,561699
1654,7448,17249,43060,116766,133204,150732
1655,5157,41846,62241,177062,144286,215842
1656,5245,22241,47187,269510,265291,226802
1657,5309,16207,79714,82715,213691,448599
1658,11727,31770,48116,59649,107874,385117
1659,6336,19659,76243,89131,153855,217622
1660,9273,17653,87039,97868,305946,198779
1661,6703,18119,56318,102056,212757,228070
1662,3036,10341,26770,106348,221163,281620
1663,4020,39551,61722,106154,113159,135752
1664,10475,11933,43518,81781,164977,103756
1665,6356,15132,55693,87930,122298,402560
1666,4042,46490,50844,138400,219129,1041739
1667,3237,9933,65126,196058,88407,235503
1668,3497,28271,60974,159185,136783,181571
1669,3437,34963,101701,146449,167794,380653
1670,3636,28461,51025,78732,98879,204428
1671,5835,36848,26904,67464,157215,528523
1672,10855,15475,92231,79003,131134,130584
1673,7831,26728,36235,53128,139233,537842
1674,11637,19149,47557,178048,290765,384923
1675,3088,11035,131367,131995,303206,353810
1676,9793,18364,72060,94165,86259,222719
1677,8292,18014,43589,98096,151165,893101
1678,6105,18403,76987,79733,160947,385366
1679,5708,23508,47550,102248,137435,234627
1680,10308,34622,77238,61264,216083,229429
1681,10351,29058,65126,100552,358488,261578
1682,4388,19013,31481,113452,186872,132651
1683,2802,34118,160768,92871,111930,127215
1684,9440,14979,64172,86386,251691,128494
1685,5829,34939,43313,223786,245757,221230
1686,5277,44155,59808,80055,208772,334651
1687,3928,13638,56119,240457,201120,287497
1688,8588,25123,59480,76498,180503,251194
1689,7362,12093,35490,97611,151654,450779
1690,3478,10449,49061,78220,122896,682054
1691,13326,14801,95346,192278,182871,192303
1692,14405,21579,57003,168745,243463,255796
1693,8170,22892,92211,70377,373916,328916
1694,7643,16553,54297,171785,145363,211033
1695,6666,12952,61299,73396,104345,377907
1696,3872,34002,35799,89763,262191,184968
1697,8527,11506,44205,89434,228265,446953
1698,7403,26578,91987,74986,219465,241878
1699,11462,13112,33749,118772,269404,193803
1700,8794,13745,44044,114056,323476,1025734
1701,5066,13826,55646,218654,326047,124547
1702,4964,11371,90106,61623,71262,744651
1703,3574,19643,59991,150337,146644,234988
1704,9282,13353,41862,83066,130027,237691
1705,5581,10528,47137,168985,121798,291834
1706,5938,15056,48175,134776,382403,153298
1707,13415,16687,41929,130777,117748,535885
1708,4491,13847,55679,74014,162975,176125
1709,5163,13432,73442,144551,229929,271914
1710,7179,20973,34180,59806,223514,358152
1711,5832,15436,49666,107809,267631,202397
1712,9409,24817,37135,121128,82956,259773
1713,4813,24231,57860,90139,264309,357070
1714,4203,63136,33471,144882,161593,220075
1715,11929,12283,52753,102778,118996,204599
1716,7733,19884,78660,163760,113933,156411
1717,3886,27081,54104,232403,439381,462898
1718,4681,21895,81015,150813,141580,543208
1719,8589,29676,36365,112097,198832,174111
1720,6216,12770,65733,449599,132589,279204
1721,6989,22711,92902,118550,109477,274118
1722,6551,11598,40160,91438,155530,387209
1723,3704,15820,86573,129774,230634,233452
1724,3582,15990,39569,59754,139193,384093
1725,9869,32826,96583,188583,122855,330109
1726,8456,32104,33693,212450,369202,208901
1727,10394,24075,67601,238460,259967,259773
1728,5835,21260,44376,222277,132125,145439
1729,3982,27103,33136,214919,90920,366832
1730,6613,18496,66511,130913,387436,367407
1731,6546,18016,37826,199486,473068,405270
1732,2792,14094,39567,141325,205068,254760
1733,7333,16638,57282,129859,118967,269006
1734,2779,16050,192294,53386,222195,371165
1735,7558,10613,39820,113105,167722,368560
1736,8497,19921,69919,84458,125799,221722
1737,5444,9015,53754,164373,194127,265890
1738,5125,19810,92009,89976,226455,173367
1739,4045,32007,41409,108033,92683,295529
1740,8065,13026,47981,105051,222438,458039
1741,4314,17291,121559,74913,231203,463774
1742,20695,28360,67387,119702,200151,405828
1743,10512,17186,43212,118255,170982,204408
1744,10133,20557,101621,132405,222468,152744
1745,15097,15244,73628,88610,122587,291568
1746,4597,14019,140933,93065,100962,264998
1747,3380,14803,60790,207199,294922,158648
1748,4797,30708,48802,137376,241830,289870
1749,7909,19335,40043,166793,200974,247756
1750,4598,41171,65321,148646,236213,194894
1751,2661,20064,65175,137867,285593,668917
1752,4544,19603,55470,173314,177666,219381
1753,8290,21155,75694,456650,192227,337499
1754,10416,11494,71911,168903,283885,279495
1755,8772,24640,51383,153492,217043,475289
1756,4746,15525,42008,118962,171790,320401
1757,9427,22121,90027,143771,167161,551789
1758,5258,27923,118130,38761,306041,222084
1759,9649,13666,38386,106925,354014,181748
1760,4308,21677,107669,105497,102247,157655
1761,10387,34629,72732,84586,381415,231347
1762,4098,46152,26597,111533,239421,159136
1763,3133,19238,27304,38411,142724,407884
1764,8947,23797,59046,258878,139938,218889
1765,5388,13906,87437,61323,391747,242915
1766,6197,36736,59417,204766,156091,156419
1767,6868,12552,42427,196619,211150,486665
1768,7158,22618,42472,80878,274655,207909
1769,7634,23084,99819,59854,328692,286997
1770,8708,15049,31893,123932,268997,233916
1771,5832,13636,60842,135412,225011,413443
1772,5168,11760,80688,120062,283741,350349
1773,9171,33460,84280,313233,425022,318206
1774,8106,20614,31147,115450,359487,185180
1775,4338,17207,77686,46918,265406,264654
1776,5095,16365,106826,164584,276900,143944
1777,5656,13830,110967,74002,285748,152747
1778,4208,12276,46943,92042,249277,219343
1779,4595,24601,81421,104224,142865,271970
1780,4720,18433,40991,135562,292422,490088
1781,6416,17736,108318,124564,342160,154577
1782,9968,13472,35811,80315,190785,240501
1783,7892,25669,50373,147090,167330,204871
1784,3614,19145,39511,78613,276601,204654
1785,5155,19906,70314,191816,500849,218985
1786,4624,11825,56249,126470,144382,181494
1787,6164,13424,84495,149346,113899,324217
1788,4887,14671,29797,80964,72601,249018
1789,9123,16639,50411,81538,114600,396339
1790,5012,10406,32134,143014,125445,296816
1791,4357,20979,30297,79273,206752,248185
1792,8423,37025,47468,70010,101886,239086
1793,8204,21099,85930,207804,111341,223943
1794,7475,25992,37093,133542,416703,593617
1795,6916,13933,32568,106788,192156,189680
1796,7943,15992,79886,105558,136710,276651
1797,9503,13642,76568,138881,360875,195074
1798,3695,12836,58479,79146,120596,484820
1799,4934,37395,68176,116439,180849,362506
1800,7672,16876,36553,112247,181721,235642
1801,10290,22241,23811,65078,181819,141178
1802,8040,10552,47589,164020,233958,199914
1803,3236,30264,47105,272227,182074,206095
1804,7447,24755,63905,184165,266237,226803
1805,5299,10571,77346,64613,342291,422716
1806,7415,23783,44255,133510,201099,181645
1807,6169,8457,69673,55266,97675,496031
1808,5269,18474,28543,79340,168907,416796
1809,5128,16108,39136,134658,236191,129542
1810,5940,9608,123955,118049,260878,260205
1811,6340,28778,35314,126841,221993,398727
1812,4674,17110,124881,199899,144226,351827
1813,7401,17842,42174,62880,150353,306294
1814,6452,21662,27230,59479,99208,154523
1815,13785,40284,89651,73228,360623,465666
1816,4684,16363,32723,102646,301520,368565
1817,2714,19475,60309,62716,196265,253931
1818,4391,34467,102118,110660,196742,377313
1819,4533,28349,44756,105425,174911,684409
1820,6975,29019,46664,52951,125268,207115
1821,4953,35207,73664,74424,129962,304494
1822,4289,10905,29725,100770,309089,314643
1823,6953,30965,37844,111819,154503,127827
1824,7764,16316,51990,153023,282709,527711
1825,15564,22540,97932,74052,206875,300008
1826,4759,15392,58210,131784,145517,352362
1827,6461,18405,90270,257581,244313,162091
1828,4721,16148,129248,90931,226846,305965
1829,5821,26831,69843,101346,107609,332752
1830,4962,16806,34487,104210,71570,648508
1831,5614,21540,148061,88855,129624,188755
1832,2299,26023,37151,85945,171749,190002
1833,9059,16668,32689,142704,172731,361504
1834,6402,13227,97136,128595,143455,86244
1835,10429,13803,102095,71141,273638,423027
1836,8891,24128,26545,81334,64430,146369
1837,4608,26682,40945,112943,221253,137512
1838,8709,18612,52883,197359,283003,236269
1839,4353,27269,54096,122630,298117,174432
1840,9100,14161,62823,212140,371548,189944
1841,4360,15567,66305,143009,287504,215671
1842,5488,31920,58215,102739,353829,499258
1843,4752,24441,33639,134278,158663,509557
1844,7595,19896,48234,129194,110070,277305
1845,10134,13276,54849,227626,417653,419993
1846,5063,16896,75402,120597,130402,139488
1847,3286,39992,47424,114036,171800,360755
1848,4564,11451,61819,94194,146706,413269
1849,4980,43031,71658,83670,175349,195208
1850,5497,40741,36021,75409,297104,131037
1851,3667,14714,49488,54705,300490,211443
1852,5390,16612,50834,61905,218766,461024
1853,7090,11340,69838,105106,243818,409805
1854,13652,26655,38531,123197,183313,290522
1855,7266,15390,90475,69452,309683,208502
1856,3077,26112,113545,69642,100995,231013
1857,6142,19665,46998,46319,126562,131514
1858,4170,26566,65974,128846,138412,451959
1859,12859,22033,65808,127771,138447,132875
1860,6161,30391,30756,117414,158863,330848
1861,18202,16574,27247,193699,221735,168192
1862,4419,22598,67035,113459,216992,326159
1863,5922,20345,56399,159098,188599,829290
1864,4347,16277,55149,111641,204857,178975
1865,9205,18164,150474,182523,151923,252607
1866,4968,43629,58976,56292,260277,220092
1867,4826,7196,57913,155222,77730,146967
1868,4214,28600,18790,164285,128812,449400
1869,3094,8867,44560,155858,133434,293483
1870,6154,28291,44467,104693,117055,173423
1871,3077,10539,67272,227342,143424,333606
1872,3897,10489,29248,88882,201544,354983
1873,5819,20265,50624,155223,249126,184613
1874,25302,16094,33590,138471,238180,144496
1875,16189,25762,79948,84966,192929,249098
1876,5863,36389,82843,70660,80695,204964
1877,13103,23246,58599,85022,129160,427948
1878,5271,8146,84107,85224,245516,409775
1879,4858,27728,42716,78266,244482,351945
1880,3841,29261,77686,79324,163879,192813
1881,8719,24385,58215,312913,334739,294300
1882,2914,41355,86392,122729,130682,331725
1883,3710,21416,95665,69864,120670,170181
1884,5986,43065,65372,91156,175933,138866
1885,4889,15294,58703,155354,206495,778682
1886,6965,21645,84489,224166,220726,246477
1887,6640,30934,42797,212651,125992,300986
1888,6721,35510,51509,132835,247173,176420
1889,3506,11842,24542,94997,344231,237727
1890,8477,10679,26681,126196,159019,145508
1891,7274,20816,121691,99486,172221,111027
1892,6816,19999,65328,77452,184695,347217
1893,17320,31076,79826,77924,210197,345628
1894,5501,10539,58353,122593,105209,174684
1895,11546,22268,39289,306101,117050,324599
1896,4360,22636,61549,90993,158572,231318
1897,7931,17679,144228,131810,169763,335758
1898,8326,10060,46168,172501,149362,182935
1899,6782,24449,80419,59889,235389,128695
1900,6306,15745,26917,152040,159612,152650
1901,5814,15491,28234,133933,244697,178239
1902,6054,29490,34055,206750,395810,179965
1903,12709,31663,57105,96057,117050,422159
1904,5982,9395,49325,168269,287587,164803
1905,2586,18830,27896,73490,119794,217788
1906,4632,40329,164125,47756,87566,199790
1907,6195,22631,33307,103550,237662,277510
1908,3271,9520,26029,119636,268522,281737
1909,10212,20542,71019,142011,267534,298425
1910,5037,30665,66740,142837,108610,273689
1911,13486,42268,82570,177644,201543,171368
1912,2892,23384,48877,109428,177110,176023
1913,2455,13878,76916,144944,136957,455706
1914,9634,15122,57529,78917,107286,322551
1915,7770,28330,86119,58067,302408,244080
1916,2530,12602,74095,141280,195872,384139
1917,4960,20190,49019,130051,104945,274427
1918,14401,26904,43499,150558,237920,511076
1919,18037,16382,39448,153571,182676,314544
1920,15732,8859,49124,261248,203675,386070
1921,9328,13762,40525,274329,247245,193148
1922,6744,16694,100692,161560,171642,201562
1923,5086,12376,91393,160107,245392,194142
1924,6274,58942,26151,157822,112223,218058
1925,4417,20968,38470,170267,291947,274204
1926,6029,11365,54088,57646,114177,432627
1927,7256,15564,88531,109351,133811,258409
1928,3112,13562,42643,195317,148630,167444
1929,5832,13303,27608,111403,92661,172946
1930,7784,12323,42833,100762,136694,538611
1931,4281,10513,36416,142235,133886,217256
1932,10384,11029,48582,115209,201286,278886
1933,8793,33814,75104,84730,157032,221546
1934,5011,32392,85943,147767,186865,215132
1935,3987,11290,53414,185325,436774,199273
1936,11456,16916,47698,86662,211998,271474
1937,3940,6601,33234,142677,284504,224768
1938,11643,19187,50934,83194,160422,361457
1939,5994,8232,87730,137796,442709,113758
1940,5803,47035,77938,86539,163142,267209
1941,4692,13231,100156,112634,149926,160273
1942,5381,25852,57989,106589,115576,138175
1943,6568,29219,52799,56511,216961,233512
1944,5984,27120,40018,121870,107385,438810
1945,8574,34147,39906,125644,155473,450125
1946,7496,11472,93971,156999,146618,217620
1947,4870,24490,56608,93785,345001,119029
1948,8051,16002,52680,72975,181115,114873
1949,4284,30028,101761,64641,155176,482815
1950,3315,21729,30348,161474,210576,200946
1951,5509,16489,113616,54097,192712,293345
1952,4229,5792,27981,65107,205411,225301
1953,18933,17770,113465,93748,247949,245332
1954,5717,17496,46640,160801,185657,361990
1955,5991,18462,44747,99240,195736,522510
1956,3650,14502,49264,178793,154178,226724
1957,11494,22153,83037,112053,130886,493166
1958,10931,17353,45710,252259,73258,179112
1959,4060,16795,62936,115194,200528,291536
1960,4688,30142,44870,101176,173599,127000
1961,5946,15714,35069,45868,196234,408273
1962,6510,34344,37063,318982,145580,230903
1963,5055,22807,87598,76725,125908,327349
1964,7732,28100,103383,112326,262536,159901
1965,8977,24408,35683,147960,108673,350250
1966,6125,15257,77245,95244,515308,287987
1967,8291,21867,46742,110049,157392,184963
1968,9705,18418,55356,168382,320818,436584
1969,4810,22741,118593,85492,254964,437730
1970,3058,10850,53166,58490,130823,386795
1971,9980,16682,31598,104987,69873,261628
1972,5067,17315,42034,75726,228638,152369
1973,4055,19956,86271,96755,249910,426193
1974,5729,23476,39984,197796,405573,273687
1975,3767,16523,177042,81475,76739,237208
1976,11409,24790,84023,132692,169167,178821
1977,10028,15888,48477,65708,172885,291080
1978,10721,18111,28360,100609,325110,293160
1979,5686,23737,51154,153312,112552,236426
1980,6230,18164,34923,88506,150176,204990
1981,11644,32197,92096,124307,119810,151724
1982,7372,13402,98997,115933,458650,426110
1983,6042,18840,83027,198607,220577,387385
1984,4016,15361,67772,279571,206784,197603
1985,4481,29463,58270,106611,227354,267921
1986,8688,15151,72114,92067,118490,489568
1987,3724,26824,61553,144368,156379,220322
1988,4736,16510,36830,99441,142562,490180
1989,6684,12431,43906,118627,422634,253848
1990,10246,30156,118064,97357,113197,213943
1991,10095,27841,75081,139630,205703,306006
1992,8020,16465,65023,55259,335369,159461
1993,4762,16034,62392,150683,117813,599739
1994,5440,22030,27155,140629,314585,216047
1995,5583,15633,82328,47515,148481,357290
1996,10360,21711,49910,84480,150715,170051
1997,6445,7954,90312,131953,145495,241250
1998,3569,27041,37653,101529,219304,466632
1999,6217,25003,83974,261708,218909,203423
